"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","g","so","s","ro","tc","gso","sso","gro","sro","tcg","so_selflabel","ro_selflabel","gso_selflabel","sso_selflabel","gro_selflabel","sro_selflabel","multisexual","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
77,4,"0","","0",1,"",2,5,1,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,6,6,2,1,1,1,2,3,1,2,3,1,1,2,3,1,2,3,1,2,3,1,1,2,3,1,1,1,1,1,1,8,8,9,9,9,3,3,2,1,1,1,7,7,7,7,7,7,7,7,7,6,1,7,7,10,10,9,10,8,7,7,5,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,7,6,9,8,7,5,6,4,1,7,6,7,9,10,7,7,7,5,5,5,"q218",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.77777777777778,7,10,9.5,7.5,6,NA,NA,NA,NA,NA,7,7.5,7.5,7.5,5.5,6.5,8,8.5,7,5,4,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,7,7.5,7.5,5.5,7.5,4,7,9.5,10,6,7.5,9,6.5,8.5,8,5,7,5,-0.454513360298429,1.73756724243605,0.454619832445315
67,4,"0","","0",1,"",1,7,1,7,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",1,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,8,2,2,1,2,1,3,1,1,3,1,1,1,3,1,1,3,1,1,3,1,1,1,3,1,1,1,0,0,1,2,3,8,1,2,2,1,2,1,1,1,7,7,7,4,3,2,1,1,1,1,1,9,10,9,8,10,10,8,8,10,9,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,10,9,10,10,10,9,9,8,10,8,1,9,10,9,10,10,10,10,10,9,5,8,"q763",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.44444444444444,9.5,8.5,10,8,9.5,NA,NA,NA,NA,NA,9.5,9.5,10,9,9,9.5,9.5,10,10,7,2,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,9.5,10,9.5,9,9,8,9.5,10,8.5,9.5,8,8,9.5,10,9.5,7,10,8,-0.454513360298429,-1.25871761456771,0.357180091478201
22,4,"0","","0",1,"",1,6,1,7,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,1,5,1,1,3,2,2,1,2,2,2,2,1,1,1,1,NA,2,2,2,2,3,3,3,1,0,1,1,2,1,2,3,1,5,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,2,2,1,3,1,3,3,1,1,2,3,0,3,2,0,1,1,1,2,0,1,2,1,2,2,2,2,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q16",1,0,0,0,0,NA,0,0.25,0.0743243243243243,3.44444444444444,1.5,2,1.5,2,3,2.5,1.5,1,1,1.5,1.5,2,2,3,2.5,NA,NA,NA,NA,NA,3,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",2.5,1,1.5,1.5,1,0,1.5,2,2,2.5,3,1,1.5,1.5,2,3,2,1,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.573615065985899,-3.17808766652954
67,4,"0","","0",1,"",2,6,2,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,6,2,1,2,1,2,2,1,3,2,2,1,3,2,1,3,2,1,3,2,1,1,3,2,0,0,0,0,2,1,2,3,2,3,2,2,2,1,1,1,6,6,6,5,4,4,2,1,1,1,1,7,8,9,9,8,8,6,7,7,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,8,7,6,7,5,5,7,7,7,1,6,7,9,9,8,8,6,6,7,7,8,"q684",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.11111111111111,7.5,9,8,6.5,7,NA,NA,NA,NA,NA,5,7.5,6.5,5,7,6.5,9,8,6,7,0,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,5,6.5,7.5,7,5,7,7.5,8,9,7,6.5,8,6.5,8,9,7,6,8,-0.454513360298429,-0.822602302596441,0.0981899598949227
70,4,"0","","0",1,"",1,6,2,5,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,6,7,2,1,2,1,3,2,1,3,1,2,1,3,1,1,3,2,1,3,2,2,1,3,1,0,0,0,0,2,6,8,9,8,8,4,3,3,2,2,1,7,7,7,7,7,7,6,5,5,3,1,6,5,8,7,8,8,6,5,9,8,8,1,8,5,8,9,8,9,5,5,8,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,8,6,7,8,6,7,5,5,8,"q262",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,5.66666666666667,5.5,7.5,8,5.5,8.5,6.5,8.5,8.5,5,7.5,NA,NA,NA,NA,NA,4.5,7,7.5,6.5,5,0,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",6.5,8.5,8.5,7.5,5,7,NA,NA,NA,NA,NA,NA,5.5,8,7.5,8.5,5.5,8,4.5,7.5,7,5,6.5,8,-0.28855658703621,0.86543538502819,0.746021667332469
28,4,"0","","0",1,"",2,5,1,6,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,4,5,1,2,2,3,1,2,3,1,1,2,3,1,1,3,1,1,3,1,1,2,3,1,1,0,1,1,3,2,4,6,5,5,2,2,1,3,1,1,2,5,6,3,4,5,6,7,7,7,1,10,7,10,10,10,10,10,8,10,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,8,8,6,8,10,9,10,6,2,1,5,8,10,9,10,8,10,7,9,9,2,"q665",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.33333333333333,8.5,10,10,9,10,NA,NA,NA,NA,NA,8.5,8,7,9.5,8,6.5,9.5,9,8.5,9,3,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,8.5,7,8,8,9.5,2,8.5,10,10,10,9,3,6.5,9,9.5,9,8.5,2,-0.391023904386779,1.88946212299198,-1.65481560414613
70,4,"0","","0",1,"",4,7,2,6,NA,NA,"",NA,"",0,"",0,"",4,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,1,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,8,7,7,2,1,2,1,2,1,1,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,1,1,0,1,1,1,5,5,4,2,5,3,3,4,2,1,0,7,7,7,5,4,4,4,3,2,1,1,9,9,10,9,9,10,9,9,10,9,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,10,9,9,10,10,9,9,10,6,1,10,9,10,9,9,10,9,8,9,9,7,"q461",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.55555555555556,9,9.5,9.5,9,9.5,NA,NA,NA,NA,NA,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.5,9,3,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,9.5,9.5,9.5,9.5,9.5,6,9,9.5,9.5,9.5,9,8,9.5,9.5,9.5,9,8.5,7,-0.772857885104768,-0.464559501279317,0.494659375981677
67,0,"0","","0",1,"",2,7,1,7,NA,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,7,4,1,1,2,1,3,2,1,3,2,2,1,3,1,1,3,2,1,3,2,2,1,3,1,0,0,1,0,2,5,5,2,3,4,2,2,6,10,3,1,7,7,7,7,7,4,2,1,1,1,1,10,8,9,10,9,10,8,10,9,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,5,10,8,10,6,0,9,6,7,1,10,10,8,9,8,10,8,9,7,7,7,"q417",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.44444444444444,9,9.5,9.5,9,8,NA,NA,NA,NA,NA,10,7.5,9,3,7.5,10,8.5,9,8.5,7,1,"woman","het","female","het","cis","hetwoman","hetfemale","hetwoman","hetfemale","ciswoman","hetero","hetero","heterowoman","heterofemale","heterowoman","heterofemale","multi",NA,NA,NA,NA,NA,NA,10,9,7.5,7.5,3,7,9,9.5,9.5,8,9,7,10,9,8.5,7,8.5,7,0.0996132819167846,-0.805686761483438,1.04204382165217
32,3,"0","","0",1,"",5,6,5,6,NA,NA,"",NA,"",2,"",0,"",1,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,7,3,2,1,1,1,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,0,0,1,0,7,6,8,9,9,1,4,5,1,7,6,4,1,2,2,3,4,4,4,4,5,6,1,10,10,10,10,10,10,10,10,10,10,2,1,7,9,7,7,6,6,9,8,9,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q239",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,5.55555555555556,10,10,10,10,10,8,7,6,8.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","bi","demi","biwoman","bifemale","demiwoman","demifemale","multi",8,6,7,8,8.5,2,NA,NA,NA,NA,NA,NA,10,10,10,10,10,2,NA,NA,NA,NA,NA,NA,1.45728299225498,1.32776023798075,-2.80852575480947
48,0,"0","","0",1,"",7,1,7,1,NA,NA,"",NA,"",1,"",1,"",5,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,7,2,1,1,3,1,1,3,1,1,2,3,1,1,3,1,1,3,1,1,2,3,1,1,0,0,0,0,2,2,2,5,1,1,2,2,2,1,1,1,2,7,7,6,6,6,4,3,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,10,10,5,10,8,9,9,7,5,1,9,9,9,9,5,9,9,9,9,9,5,1,5,3,5,5,5,3,2,3,3,3,8,"q377",0,1,0,0,NA,0,0,0.25,0.0743243243243243,2.11111111111111,NA,NA,NA,NA,NA,8,10,7.5,8.5,8,9,9,7,9,9,4,5,4,2.5,3,0,"woman","gay","female","gay","cis","lesbian","gayfemale","lesbian","gayfemale","ciswoman","lesbian","homo","lesbianwoman","lesbianfemale","homowoman","homofemale","multi",8,7.5,10,8,8.5,5,9,7,9,9,9,5,NA,NA,NA,NA,NA,NA,4,4,5,3,2.5,8,-0.454513360298429,0.782727451776872,-0.278356269555807
41,0,"1","","1",1,"",5,3,5,2,NA,NA,"",NA,"",2,"",2,"",9,"Polysexual",NA,1,NA,NA,NA,NA,NA,1,1,1,"Polysexual",6,"",NA,1,NA,NA,NA,NA,1,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,4,4,7,2,2,1,3,2,3,3,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,2,0,0,0,0,1,3,4,9,3,6,9,9,2,2,1,0,7,7,7,7,7,7,4,4,4,1,1,7,7,6,3,7,7,7,7,7,7,2,1,6,5,9,7,5,8,6,7,8,7,3,1,7,5,8,7,7,6,7,7,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q430",1,0,0,0,0,NA,0,0.25,0.0743243243243243,5.11111111111111,7,4.5,7,7,7,5.5,8,6.5,6.5,7.5,6,7.5,6.5,7,5,NA,NA,NA,NA,NA,0,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","notlisted","pan","notlistedman","notlistedmale","panman","panmale","multi",7,7,4.5,7,7,2,NA,NA,NA,NA,NA,NA,5.5,6.5,8,7.5,6.5,3,6,6.5,7.5,5,7,3,-0.772857885104768,0.235008052671742,0.922241868599268
18,0,"1","","1",1,"",5,7,4,4,NA,NA,"",NA,"",2,"",2,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",7,"",NA,NA,NA,NA,NA,NA,NA,1,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,5,5,1,1,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,0,0,0,0,7,6,6,5,6,3,9,4,9,2,1,0,2,5,4,6,6,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,6,7,6,5,7,5,1,1,5,5,6,7,6,5,5,5,5,7,1,"q241",0,1,NA,0,NA,0,0,0.333333333333333,0.0990990990990991,6.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6.5,5.5,6,5,6.5,5.5,5,6,0,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","omni","notlisted","omniman","omnimale","notlistedman","notlistedmale","multi",NA,NA,NA,NA,NA,NA,5,5.5,6.5,6,5,1,NA,NA,NA,NA,NA,NA,5,6.5,5.5,6,5.5,1,-0.772857885104768,-0.534367915582895,-0.933166179581047
22,0,"0","","0",1,"",2,7,1,7,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,3,4,5,2,2,2,3,1,3,3,2,3,2,2,2,2,3,2,3,3,2,3,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,2,5,1,0,4,6,5,1,1,1,1,1,1,1,1,5,5,5,8,10,10,5,5,5,5,2,1,5,5,5,5,10,10,5,5,5,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,5,10,10,10,5,5,10,5,2,"q312",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,1.33333333333333,5,6.5,10,5,5,5,5,10,5,7.5,NA,NA,NA,NA,NA,4,7.5,10,5,7.5,3,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",5,10,5,7.5,5,1,NA,NA,NA,NA,NA,NA,5,10,6.5,5,5,2,4,10,7.5,7.5,5,2,-0.677623701237292,-1.15292083655335,-1.15061473911595
18,2,"3","Androgynous ","0",1,"",5,5,4,5,NA,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,3,5,5,1,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,1,3,1,1,5,2,5,7,5,2,3,2,1,3,5,6,7,7,7,5,3,2,1,1,5,5,7,7,7,7,1,7,6,6,1,1,4,4,4,4,8,6,5,5,6,5,0,1,6,5,7,7,8,8,8,7,5,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q46",1,0,0,0,0,NA,0,0.25,0.0743243243243243,3.44444444444444,5,7,7,4,6,4,4,7,5,5.5,5.5,7,8,7.5,5,NA,NA,NA,NA,NA,2,"notlisted","bi","female","bi","cis","binotlisted","bifemale","binotlisted","bifemale","cisnotlisted","bi","bi","binotlisted","bifemale","binotlisted","bifemale","multi",4,7,4,5.5,5,0,5.5,8,7,5,7.5,0,5,7,7,6,4,1,NA,NA,NA,NA,NA,NA,-0.256811859080385,0.390734776546016,-0.142750946037068
27,1,"0","","0",1,"",6,2,3,2,NA,NA,"",NA,"",1,"",0,"",1,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",5,"",NA,NA,1,NA,1,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,4,3,3,1,2,2,1,3,2,1,3,2,2,1,3,3,2,1,1,2,1,3,1,1,1,0,0,0,0,5,4,5,1,5,4,4,3,6,6,7,3,3,5,6,1,3,3,4,5,4,1,1,3,5,4,5,4,3,3,5,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,10,5,7,6,5,3,3,6,2,1,5,2,4,2,5,5,5,10,4,5,1,"q666",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,4.11111111111111,4,4.5,3.5,4,2.5,NA,NA,NA,NA,NA,5,7.5,6.5,4,4.5,3.5,3,5,7.5,4.5,0,"woman","gay","female","het","cis","lesbian","gayfemale","hetwoman","hetfemale","ciswoman","bi","omni","biwoman","bifemale","omniwoman","omnifemale","multi",NA,NA,NA,NA,NA,NA,5,6.5,7.5,4.5,4,2,4,3.5,4.5,2.5,4,5,3.5,5,3,4.5,7.5,1,1.20966105684339,0.19417554679745,-1.37004512708826
42,2,"0","","0",1,"",4,3,4,4,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,3,3,2,2,2,3,2,2,1,1,1,6,6,4,4,4,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q685",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.33333333333333,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,-0.454513360298429,-0.843076952667059,-0.374367254238086
19,2,"0","","0",1,"",2,6,3,5,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",7,"",NA,NA,NA,NA,NA,NA,NA,1,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,5,2,1,1,3,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,0,0,1,1,2,2,1,9,8,1,1,1,1,1,1,1,6,6,6,4,3,1,1,1,1,1,1,5,5,8,8,8,8,5,5,5,7,1,1,7,5,8,8,7,8,5,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q296",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.88888888888889,5,8,8,5,6,6,8,7.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"woman","bi","female","bi","cis","biwoman","bifemale","biwoman","bifemale","ciswoman","bi","notlisted","biwoman","bifemale","notlistedwoman","notlistedfemale","multi",6,7.5,8,5,5,1,NA,NA,NA,NA,NA,NA,5,8,8,6,5,1,NA,NA,NA,NA,NA,NA,-0.454513360298429,-1.18015709303519,-0.17810534787003
18,0,"0","","0",1,"",3,5,1,6,NA,NA,"",NA,"",2,"",0,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"None",1,"",NA,NA,NA,NA,NA,NA,NA,1,"None",3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,1,2,2,2,3,1,2,3,1,2,2,2,1,2,3,1,2,2,1,2,2,2,1,0,0,0,0,1,1,1,2,1,1,2,2,2,1,1,1,6,6,4,1,1,1,1,1,1,1,1,5,6,6,6,6,9,7,7,6,6,1,1,5,6,6,6,8,7,7,3,6,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"q516",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.44444444444444,5.5,6,7.5,7,6,5.5,6,7.5,5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"woman","bi","female","het","cis","biwoman","bifemale","hetwoman","hetfemale","ciswoman","bi","bi","biwoman","bifemale","biwoman","bifemale","multi",5.5,7.5,6,6.5,5,0,NA,NA,NA,NA,NA,NA,5.5,7.5,6,6,7,1,NA,NA,NA,NA,NA,NA,-0.454513360298429,-1.25005071449076,-0.988060108687632
