"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
37,0,"0","","0",1,"",2,7,1,7,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,1,NA,NA,1,"Polysexual",3,"",NA,1,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,6,6,2,1,1,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,3,3,2,0,0,0,0,4,7,4,7,6,7,6,4,2,3,1,1,7,7,7,7,7,6,4,2,2,1,1,6,6,6,6,7,7,6,6,7,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,6,6,6,6,5,5,4,1,5,5,7,5,6,6,6,7,5,5,4,"p1138",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,5.22222222222222,6,6,7,6,7,NA,NA,NA,NA,NA,5,5,6,6,5,5,6,6,6.5,5,0,NA,NA,NA,NA,NA,NA,5,6,5,5,6,4,6,7,6,7,6,4,5,6,6,5,6.5,4,-0.392243931275286,-0.270759896217937,1.03133715407626
32,4,"1","","1",1,"",4,4,6,3,0,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,6,6,2,2,1,3,2,2,3,2,2,2,3,2,2,3,1,2,3,2,2,2,3,2,2,0,0,0,0,2,2,2,7,5,5,2,2,2,3,1,1,6,6,6,6,5,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,6,5,5,5,5,5,2,1,5,5,7,5,5,8,5,5,5,5,2,1,6,6,5,7,5,5,5,5,5,5,3,"p1121",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.22222222222222,NA,NA,NA,NA,NA,5,5,5.5,5,5,5,6,6.5,5,5,6,6,5,5,5,0,NA,NA,NA,NA,NA,NA,6,5,6,5,5,3,5,5.5,5,5,5,2,5,6.5,6,5,5,2,-0.392243931275286,-0.903958411967897,0.219309621715046
33,1,"1","","2",1,"",6,3,6,1,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,6,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,1,0,1,1,1,1,1,4,1,5,8,9,9,0,0,0,5,4,4,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,8,8,7,9,7,6,6,3,1,7,6,8,7,7,7,8,6,6,6,3,1,7,7,5,5,9,8,7,6,5,5,3,"p1070",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.33333333333333,NA,NA,NA,NA,NA,7,8,7.5,8,6,6.5,7.5,7,7,6,7,5,8.5,6.5,5,3,NA,NA,NA,NA,NA,NA,7,8.5,5,5,6.5,3,7,7.5,8,6,8,3,6.5,7,7.5,6,7,3,-0.973075166180957,-1.01031032500455,-1.20800451538742
37,2,"1","","1",1,"",4,4,6,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,2,8,7,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,3,1,1,0,0,1,0,8,9,9,9,9,9,9,9,8,50,11.6,4,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,10,10,2,1,10,10,10,10,10,10,10,10,10,10,1,1,10,10,10,10,10,10,10,10,10,10,2,"p407",0,1,0,0,NA,0,0,0.25,0.0743243243243243,8.77777777777778,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,NA,NA,NA,NA,NA,NA,10,10,10,10,10,2,10,10,10,10,10,2,10,10,10,10,10,1,3.58596050011306,1.84979326716872,0.409050365328342
36,1,"1","","1",1,"",6,4,7,4,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,7,1,5,1,1,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,2,3,3,2,1,1,1,1,4,4,7,7,7,3,2,2,2,25,10,2,6,6,6,6,6,6,6,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,8,8,8,8,7,10,7,8,7,2,1,8,8,8,8,8,8,8,8,8,8,2,1,8,8,8,8,8,8,8,8,8,8,2,"p446",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.22222222222222,NA,NA,NA,NA,NA,9,8,7.5,8.5,7.5,8,8,8,8,8,8,8,8,8,8,4,NA,NA,NA,NA,NA,NA,8,8,8,8,8,2,9,7.5,8,7.5,8.5,2,8,8,8,8,8,2,1.87441056882224,1.4457271035686,-0.188992914665263
28,2,"1","","1",1,"",5,1,4,1,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,4,6,3,5,1,1,3,2,1,3,2,2,2,3,2,1,3,1,1,3,1,1,1,3,1,1,0,0,0,0,3,5,2,5,1,4,5,2,4,3,1,1,7,7,7,6,5,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,6,7,5,8,7,7,7,6,1,1,7,7,5,5,5,5,8,8,5,5,1,1,8,8,7,7,6,7,7,7,7,6,1,"p494",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.44444444444444,NA,NA,NA,NA,NA,8,6.5,6.5,7,6.5,7,5,5,8,5,8,7,6.5,7,6.5,0,NA,NA,NA,NA,NA,NA,8,6.5,7,6.5,7,1,8,6.5,6.5,6.5,7,1,7,5,5,5,8,1,-0.392243931275286,-0.181500943615678,0.591610316109563
38,4,"1","","1",1,"",6,2,6,1,0,NA,"",NA,"",2,"",0,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,4,2,1,1,1,3,2,2,3,1,2,2,3,2,2,3,1,2,3,1,2,2,3,1,1,0,0,0,0,2,6,7,9,9,9,8,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,7,6,7,7,6,6,5,5,3,1,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,7,7,5,0,2,"p107",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.44444444444444,NA,NA,NA,NA,NA,6,6.5,7,6,5,5,5,5,5,5,5,5,5,7,2.5,0,NA,NA,NA,NA,NA,NA,5,5,5,2.5,7,2,6,7,6.5,5,6,3,5,5,5,5,5,2,-0.455820735760407,1.84979326716872,0.409050365328342
31,0,"1","","1",1,"",5,2,2,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,2,3,6,2,2,2,3,2,3,3,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,2,0,0,0,0,1,1,1,9,5,8,7,1,2,50,11.6,4,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,5,6,5,6,5,5,1,1,5,2,5,6,5,5,6,6,5,5,1,1,5,5,5,5,5,5,5,8,5,5,1,"p724",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.88888888888889,NA,NA,NA,NA,NA,5,5.5,5.5,5.5,5,3.5,5.5,5,6,5,5,5,5,6.5,5,0,NA,NA,NA,NA,NA,NA,5,5,5,5,6.5,1,5,5.5,5.5,5,5.5,1,3.5,5,5.5,5,6,1,3.58596050011306,1.84979326716872,0.409050365328342
47,2,"1","","1",1,"",5,5,7,7,0,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,3,4,5,2,1,3,1,1,3,1,1,2,3,1,1,3,1,1,3,1,2,3,3,1,1,0,0,0,0,6,9,9,9,9,9,9,9,9,50,10,4,7,7,7,7,7,7,6,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,8,10,7,7,9,10,5,5,0,1,9,5,4,3,5,5,8,10,5,5,0,1,9,5,5,4,5,6,9,10,5,5,1,"p759",0,1,0,0,NA,0,0,0.25,0.0743243243243243,8.66666666666667,NA,NA,NA,NA,NA,10,9,7,9.5,5,7,3.5,5,9,5,7,4.5,5.5,9.5,5,0,NA,NA,NA,NA,NA,NA,7,5.5,4.5,5,9.5,1,10,7,9,5,9.5,0,7,5,3.5,5,9,0,3.36959177559642,1.42612998568716,0.531388354547557
27,2,"1","","1",1,"",5,3,4,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,0,6,7,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,0,0,0,0,2,4,4,9,4,1,4,4,4,1,1,1,7,7,7,7,7,5,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,9,8,8,10,6,6,5,5,2,1,8,8,7,7,7,7,8,8,5,5,2,1,6,6,7,8,7,10,8,8,5,5,2,"p194",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4,NA,NA,NA,NA,NA,6.5,8.5,9,6,5,8,7,7,8,5,6,7.5,8.5,8,5,0,NA,NA,NA,NA,NA,NA,6,8.5,7.5,5,8,2,6.5,9,8.5,5,6,2,8,7,7,5,8,2,-0.455820735760407,-0.648295053039383,1.07191790576155
67,4,"1","","1",1,"",5,2,5,1,0,NA,"",NA,"",0,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,10,3,3,3,1,1,1,1,1,3,1,1,2,3,2,2,1,1,1,1,1,1,1,3,1,1,0,0,1,1,5,2,7,9,7,8,6,4,7,8,3,2,7,7,7,7,7,7,7,6,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,8,8,8,8,9,8,5,7,2,1,8,5,5,3,3,5,8,8,1,3,0,1,8,8,5,8,7,8,8,8,3,4,0,"p1234",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.11111111111111,NA,NA,NA,NA,NA,8,8,8,8.5,6,6.5,4,4,8,2,8,6.5,7.5,8,3.5,2,NA,NA,NA,NA,NA,NA,8,7.5,6.5,3.5,8,0,8,8,8,6,8.5,2,6.5,4,4,2,8,0,0.387394560938405,1.17604250637367,0.666249711593035
25,2,"1","","1",1,"",4,4,4,3,0,NA,"",NA,"",0,"",2,"",1,"",1,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,0,6,7,4,2,1,3,2,2,3,2,2,3,3,2,2,3,2,2,2,1,3,2,3,2,2,1,0,0,0,6,2,4,8,8,8,9,9,7,10,2,1,7,7,7,7,7,7,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,6,8,7,8,7,7,7,8,1,1,6,10,10,10,4,8,6,7,8,5,1,1,7,7,10,6,6,7,6,7,8,8,1,"p703",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.77777777777778,NA,NA,NA,NA,NA,8.5,7,7.5,7,7.5,8,10,6,6.5,6.5,7,8,6.5,6.5,8,1,NA,NA,NA,NA,NA,NA,7,6.5,8,8,6.5,1,8.5,7.5,7,7.5,7,1,8,6,10,6.5,6.5,1,-0.0344946627544639,0.213508301507522,0.960556925604433
38,2,"1","","1",1,"",5,2,6,1,0,NA,"",NA,"",2,"",0,"",9,"I'm a male dating a woman but I do have sexual attractions to some men and transgender women.",NA,1,NA,NA,NA,NA,NA,1,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,11,4,5,2,1,1,3,2,2,3,2,1,2,2,2,1,3,1,2,3,2,1,2,3,1,1,1,1,1,1,3,3,2,8,7,7,7,8,6,15,2,2,5,6,6,5,4,5,3,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,7,7,8,8,7,6,6,6,3,1,5,5,7,6,7,7,7,6,4,6,2,1,6,7,6,7,5,7,7,5,6,7,6,"p220",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5.66666666666667,NA,NA,NA,NA,NA,5.5,7,8,6.5,6,5,6.5,7,6.5,5,6.5,6.5,6,6,6.5,4,NA,NA,NA,NA,NA,NA,6.5,6,6.5,6.5,6,6,5.5,8,7,6,6.5,3,5,7,6.5,5,6.5,2,0.474682923813426,0.277814454643561,-0.332400431042978
27,0,"1","","1",1,"",2,5,3,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"nothing else",1,"",NA,NA,NA,NA,NA,NA,NA,1,"nothing else",5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,7,3,6,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,1,1,1,1,1,1,1,3,5,3,7,3,2,4,2,1,7,7,7,6,5,4,3,2,2,1,1,5,5,5,5,6,7,7,5,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,7,7,6,6,6,2,1,6,5,6,6,6,6,6,6,5,5,2,"p854",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,2.88888888888889,5,5,6.5,6,6,NA,NA,NA,NA,NA,6,6,6.5,6.5,6,5.5,6,6,6,5,4,5,6.5,5,6,6,2,5.5,6,6,5,6,2,NA,NA,NA,NA,NA,NA,6,6.5,6,6,6.5,2,-0.225225076209825,-0.605164225097238,0.713948305328778
29,0,"1","","1",1,"",3,3,4,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,0,4,7,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,3,1,2,2,3,1,2,0,0,0,0,1,1,1,9,9,5,5,2,2,2,1,0,7,7,7,6,5,4,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,7,5,6,6,6,8,5,1,1,7,6,5,5,5,5,7,8,5,5,1,1,7,7,5,5,5,5,8,8,5,5,0,"p510",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.88888888888889,NA,NA,NA,NA,NA,5,6.5,5.5,6,6.5,6.5,5,5,7.5,5,7,5,5,8,5,0,NA,NA,NA,NA,NA,NA,7,5,5,5,8,0,5,5.5,6.5,6.5,6,1,6.5,5,5,5,7.5,1,-0.774267908872935,-0.715861622188217,0.753001386708402
40,0,"1","","1",1,"",5,1,6,1,0,NA,"",NA,"",2,"",1,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,4,6,2,1,1,2,3,2,2,3,2,2,3,3,2,1,3,2,1,3,2,2,1,3,2,0,0,0,0,2,5,3,9,4,4,4,4,4,2,1,0,7,7,7,7,6,5,4,3,2,1,1,6,6,7,6,5,7,6,6,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,7,7,5,7,8,7,5,5,2,1,6,6,7,7,5,7,6,6,6,5,4,"p278",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,4.33333333333333,6,6.5,6,6,5,NA,NA,NA,NA,NA,6.5,7,6,7.5,5,6,7,6,6,5.5,0,6,6,6.5,5,6,4,6,6,7,5.5,6,4,NA,NA,NA,NA,NA,NA,6.5,6,7,5,7.5,2,-0.774267908872935,-0.279182613297417,0.897582468936916
24,1,"0","","0",1,"",5,3,5,3,0,NA,"",NA,"",2,"",1,"",1,"",NA,NA,NA,1,NA,1,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,1,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,0,7,7,2,1,1,3,2,2,3,1,2,3,3,2,2,3,1,2,3,2,2,2,3,1,2,0,0,0,0,3,7,6,7,7,7,4,4,4,20,5,2,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,7,7,5,5,7,7,7,7,1,1,10,10,9,6,8,7,9,9,5,5,1,1,9,7,4,8,8,8,8,6,5,8,1,"p155",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5.44444444444444,NA,NA,NA,NA,NA,10,7,5,7,7,10,7.5,7.5,9,5,8,6,8,7,6.5,0,10,5,7,7,7,1,10,7.5,7.5,5,9,1,NA,NA,NA,NA,NA,NA,8,8,6,6.5,7,1,1.03931629349493,1.84979326716872,0.409050365328342
65,4,"0","","0",1,"",2,5,3,4,0,NA,"",NA,"",1,"",1,"",5,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,11,6,7,2,1,1,2,1,2,1,2,3,3,3,2,1,2,2,3,1,2,3,3,3,1,1,0,0,0,0,2,9,9,8,6,7,2,2,2,10,2,0,5,4,4,2,2,1,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,10,9,10,9,9,6,9,9,8,1,6,6,10,9,8,8,8,5,5,8,8,1,7,7,8,8,9,8,7,5,5,9,8,"p62",0,1,0,0,NA,0,0,0.25,0.0743243243243243,5.22222222222222,NA,NA,NA,NA,NA,8.5,9.5,9.5,7.5,9,6,9.5,8,6.5,6.5,7,8,8.5,6,7,0,8.5,9.5,9.5,9,7.5,8,6,8,9.5,6.5,6.5,8,NA,NA,NA,NA,NA,NA,7,8.5,8,7,6,8,-0.384730238109552,-0.75030233158271,-1.33209972934962
20,1,"3","she/they","0",1,"",2,4,2,5,0,NA,"",NA,"",4,"attracted to people of any gender w biological feminine parts",1,"",8,"",NA,NA,NA,NA,NA,1,NA,NA,1,NA,"",2,"",NA,NA,1,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,3,7,2,1,1,2,2,2,1,3,2,2,3,1,2,2,2,2,1,3,2,2,3,1,2,0,0,0,0,6,9,9,9,9,9,7,6,8,50,11.6,1,7,7,7,7,7,7,7,7,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,7,4,6,7,5,6,8,4,1,1,4,3,4,4,8,6,5,5,8,5,1,1,9,10,9,10,10,10,10,10,10,10,1,"p85",0,1,0,0,NA,0,0,0.25,0.0743243243243243,8,NA,NA,NA,NA,NA,5.5,5.5,6.5,5.5,6,3.5,4,7,5,6.5,9.5,9.5,10,10,10,0,5.5,6.5,5.5,6,5.5,1,3.5,7,4,6.5,5,1,NA,NA,NA,NA,NA,NA,9.5,10,9.5,10,10,1,2.5352537740478,1.61937798336267,0.508312836474277
21,1,"0","","0",1,"",5,3,3,4,0,NA,"",NA,"",3,"",1,"",8,"",NA,NA,NA,1,NA,1,NA,NA,1,NA,"",1,"",NA,NA,1,NA,1,NA,NA,NA,"",2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,6,2,2,1,3,1,3,3,2,2,3,2,2,1,3,1,3,3,2,2,3,3,3,3,0,0,0,0,2,4,4,7,4,5,2,2,3,8,3,1,3,5,7,6,6,3,3,2,2,2,1,5,7,6,5,7,7,7,7,7,5,1,1,7,7,7,5,6,6,6,6,5,5,1,1,6,6,5,5,6,6,6,6,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p637",1,0,0,0,0,NA,0,0.25,0.0743243243243243,3.66666666666667,6,5.5,7,7,6,7,6,6,6,5,6,5,6,6,5,NA,NA,NA,NA,NA,0,7,6,6,5,6,1,6,6,5,5,6,1,6,7,5.5,6,7,1,NA,NA,NA,NA,NA,NA,0.0371589855833166,-0.150264638282998,-0.3011339327862
24,0,"1","","1",1,"",3,6,5,5,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,8,6,5,2,2,1,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,1,1,1,1,3,2,2,5,6,4,9,5,5,2,1,1,7,7,7,7,7,6,5,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,8,5,5,9,7,6,8,5,1,1,5,6,5,7,5,6,6,5,5,5,1,1,9,9,7,5,7,9,8,7,7,6,1,"p820",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.55555555555556,NA,NA,NA,NA,NA,6,6.5,7,6.5,6.5,5.5,6,5.5,5.5,5,9,6,8,7.5,6.5,4,NA,NA,NA,NA,NA,NA,9,8,6,6.5,7.5,1,6,7,6.5,6.5,6.5,1,5.5,5.5,6,5,5.5,1,-0.424032333517847,0.60074910706467,0.740484135544946
